score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
1,Apk sampah kebanyakan loker nipu.,apk sampah kebanyakan loker nipu,apk sampah kebanyakan loker nipu,"['apk', 'sampah', 'kebanyakan', 'loker', 'nipu']",apk sampah banyak loker nipu
5,oke,oke,oke,['oke'],oke
1,"KALIAN JANGAN DOWNLOAD APK INI SIH,BANYAK BANGET LOKER PENIPUANNYA😭😭CARI YANG PASTI"" AJA KEK APK SEBELAH,HATI HATI BANYAK LOKER PENIPUANNYA,sad banget saya sudah jadi korbannya,gak bermaksud menjelek""an apk ini Tapi ini yang saya alamin sendiri,semoga gk ada korban lagi",kalian jangan download apk ini sihbanyak banget loker penipuannyacari yang pasti aja kek apk sebelahhati hati banyak loker penipuannyasad banget saya sudah jadi korbannyagak bermaksud menjelekan apk ini tapi ini yang saya alamin sendirisemoga gk ada korban lagi,download apk sihbanyak banget loker penipuannyacari aja kek apk sebelahhati hati loker penipuannyasad banget korbannyagak menjelekan apk alamin sendirisemoga gk korban,"['download', 'apk', 'sihbanyak', 'banget', 'loker', 'penipuannyacari', 'aja', 'kek', 'apk', 'sebelahhati', 'hati', 'loker', 'penipuannyasad', 'banget', 'korbannyagak', 'menjelekan', 'apk', 'alamin', 'sendirisemoga', 'gk', 'korban']",download apk sihbanyak banget loker penipuannyacari aja kek apk sebelahhati hati loker penipuannyasad banget korbannyagak jelek apk alamin sendirisemoga gk korban
1,Sdh di filter. Sudah lamar pekerjaan. Mau kembali malah ilang filternya.,sdh di filter sudah lamar pekerjaan mau kembali malah ilang filternya,sdh filter lamar pekerjaan ilang filternya,"['sdh', 'filter', 'lamar', 'pekerjaan', 'ilang', 'filternya']",sdh filter lamar kerja ilang filter
1,Dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,2009 nyari kerja jobstret ga dapet sbnrnya boongan beneran sih,"['2009', 'nyari', 'kerja', 'jobstret', 'ga', 'dapet', 'sbnrnya', 'boongan', 'beneran', 'sih']",2009 nyari kerja jobstret ga dapet sbnrnya boongan beneran sih
1,"Cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan PT atau perusahaan nya yg tidak jelas saya tidak mau kena tipu, TOLONG untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah?!?!!",cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan pt atau perusahaan nya yg tidak jelas saya tidak mau kena tipu tolong untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah,memuaskan jarang sulit panggilan interview aplikasi disayang kecewa melamar dibatasi panggilan pt perusahaan nya yg kena tipu tolong alamat email diubah diedit email mengubah alamat emai diubah,"['memuaskan', 'jarang', 'sulit', 'panggilan', 'interview', 'aplikasi', 'disayang', 'kecewa', 'melamar', 'dibatasi', 'panggilan', 'pt', 'perusahaan', 'nya', 'yg', 'kena', 'tipu', 'tolong', 'alamat', 'email', 'diubah', 'diedit', 'email', 'mengubah', 'alamat', 'emai', 'diubah']",muas jarang sulit panggil interview aplikasi sayang kecewa lamar batas panggil pt usaha nya yg kena tipu tolong alamat email ubah edit email ubah alamat emai ubah
5,Keren,keren,keren,['keren'],keren
5,Aplikasinya bagus untuk memcari pekerjaan,aplikasinya bagus untuk memcari pekerjaan,aplikasinya bagus memcari pekerjaan,"['aplikasinya', 'bagus', 'memcari', 'pekerjaan']",aplikasi bagus memcari kerja
5,"Aplikasi terpercaya,mudah dipahami dan sangat membantu",aplikasi terpercayamudah dipahami dan sangat membantu,aplikasi terpercayamudah dipahami membantu,"['aplikasi', 'terpercayamudah', 'dipahami', 'membantu']",aplikasi terpercayamudah paham bantu
4,Ok,ok,ok,['ok'],ok
5,Bagus ...,bagus ,bagus,['bagus'],bagus
5,"Kekurangannya ga bisa filter progress lamaran kerja. Jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum. Saran saya dibuatkan filter untuk per progress (sudah dilihat, tidak dilanjutkan/lanjut nya)",kekurangannya ga bisa filter progress lamaran kerja jadi harus dicari per lamaran untuk melihat sudah ada progress atau belum saran saya dibuatkan filter untuk per progress sudah dilihat tidak dilanjutkanlanjut nya,kekurangannya ga filter progress lamaran kerja dicari lamaran progress saran dibuatkan filter progress dilanjutkanlanjut nya,"['kekurangannya', 'ga', 'filter', 'progress', 'lamaran', 'kerja', 'dicari', 'lamaran', 'progress', 'saran', 'dibuatkan', 'filter', 'progress', 'dilanjutkanlanjut', 'nya']",kurang ga filter progress lamar kerja cari lamar progress saran buat filter progress dilanjutkanlanjut nya
5,Sangat membantu,sangat membantu,membantu,['membantu'],bantu
4,Bagusan apl yg lama cuy,bagusan apl yg lama cuy,bagusan apl yg cuy,"['bagusan', 'apl', 'yg', 'cuy']",bagus apl yg cuy
4,"Developer yang terhormat, Sejak di update dan uninstal aplikasi. Kemudian setelah instal kembali, saya tidak bisa login ke akun jobstreet, padahal jaringan internet saya stabil. Tapi kenapa loading terus ketika mau login. Tolong bantu saya login...",developer yang terhormat sejak di update dan uninstal aplikasi kemudian setelah instal kembali saya tidak bisa login ke akun jobstreet padahal jaringan internet saya stabil tapi kenapa loading terus ketika mau login tolong bantu saya login,developer terhormat update uninstal aplikasi instal login akun jobstreet jaringan internet stabil loading login tolong bantu login,"['developer', 'terhormat', 'update', 'uninstal', 'aplikasi', 'instal', 'login', 'akun', 'jobstreet', 'jaringan', 'internet', 'stabil', 'loading', 'login', 'tolong', 'bantu', 'login']",developer hormat update uninstal aplikasi instal login akun jobstreet jaring internet stabil loading login tolong bantu login
5,Perfect,perfect,perfect,['perfect'],perfect
1,Kenapa selalu stuck di registrasi ya? Setiap masukin email sama pw ngestuck disitu ga bisa masuk ke apknya :(,kenapa selalu stuck di registrasi ya setiap masukin email sama pw ngestuck disitu ga bisa masuk ke apknya ,stuck registrasi ya masukin email pw ngestuck disitu ga masuk apknya,"['stuck', 'registrasi', 'ya', 'masukin', 'email', 'pw', 'ngestuck', 'disitu', 'ga', 'masuk', 'apknya']",stuck registrasi ya masukin email pw ngestuck situ ga masuk apknya
3,"Saya suka dengan aplikasi.. lowongan kerja juga banyak, tapi kenapa pas buat beberapa lamaran malah yg WA saya malah penipu dan pinjol.. kanapa nomer telepon kita bisa tersebar y..",saya suka dengan aplikasi lowongan kerja juga banyak tapi kenapa pas buat beberapa lamaran malah yg wa saya malah penipu dan pinjol kanapa nomer telepon kita bisa tersebar y,suka aplikasi lowongan kerja pas lamaran yg wa penipu pinjol kanapa nomer telepon tersebar y,"['suka', 'aplikasi', 'lowongan', 'kerja', 'pas', 'lamaran', 'yg', 'wa', 'penipu', 'pinjol', 'kanapa', 'nomer', 'telepon', 'tersebar', 'y']",suka aplikasi lowong kerja pas lamar yg wa tipu pinjol kanapa nomer telepon sebar y
5,Mantap,mantap,mantap,['mantap'],mantap
1,"Yg kasih rating bagus bintang 5 itu hoak. Dgn kenyataan nya sy. Sudah senang "" di panggilan tes/interview tidak sesuai alamat PT nyatanya alamat kantornya ruko. Orang susah payah jauh jauh nekat sakin senang di panggil. Ujung"" UUD.",yg kasih rating bagus bintang 5 itu hoak dgn kenyataan nya sy sudah senang  di panggilan tesinterview tidak sesuai alamat pt nyatanya alamat kantornya ruko orang susah payah jauh jauh nekat sakin senang di panggil ujung uud,yg kasih rating bagus bintang 5 hoak dgn kenyataan nya sy senang panggilan tesinterview sesuai alamat pt alamat kantornya ruko orang susah payah nekat sakin senang panggil ujung uud,"['yg', 'kasih', 'rating', 'bagus', 'bintang', '5', 'hoak', 'dgn', 'kenyataan', 'nya', 'sy', 'senang', 'panggilan', 'tesinterview', 'sesuai', 'alamat', 'pt', 'alamat', 'kantornya', 'ruko', 'orang', 'susah', 'payah', 'nekat', 'sakin', 'senang', 'panggil', 'ujung', 'uud']",yg kasih rating bagus bintang 5 hoak dgn nyata nya sy senang panggil tesinterview sesuai alamat pt alamat kantor ruko orang susah payah nekat sakin senang panggil ujung uud
5,Memberikan info lowongan kerja yang sangat baik dengan adanya feedback sampai tahapan interview dan bisa diterima kerja.,memberikan info lowongan kerja yang sangat baik dengan adanya feedback sampai tahapan interview dan bisa diterima kerja,info lowongan kerja feedback tahapan interview diterima kerja,"['info', 'lowongan', 'kerja', 'feedback', 'tahapan', 'interview', 'diterima', 'kerja']",info lowong kerja feedback tahap interview terima kerja
1,"Hati hati untuk pengguna aplikasi ini jgn di unduh. Tidak benar. Hoak. Alamat dan tujuan tidak sesuai . Banyak oknum"" yg tidak benar. Orang niat kerja uang duluan . Mending bener mah . Jgn lah mengunduh apk ini",hati hati untuk pengguna aplikasi ini jgn di unduh tidak benar hoak alamat dan tujuan tidak sesuai  banyak oknum yg tidak benar orang niat kerja uang duluan  mending bener mah  jgn lah mengunduh apk ini,hati hati pengguna aplikasi jgn unduh hoak alamat tujuan sesuai oknum yg orang niat kerja uang duluan mending bener mah jgn mengunduh apk,"['hati', 'hati', 'pengguna', 'aplikasi', 'jgn', 'unduh', 'hoak', 'alamat', 'tujuan', 'sesuai', 'oknum', 'yg', 'orang', 'niat', 'kerja', 'uang', 'duluan', 'mending', 'bener', 'mah', 'jgn', 'mengunduh', 'apk']",hati hati guna aplikasi jgn unduh hoak alamat tuju sesuai oknum yg orang niat kerja uang duluan mending bener mah jgn unduh apk
3,Di aiwa Toyota pull gadung2thn Di auto 20001thn pengalaman kami,di aiwa toyota pull gadung2thn di auto 20001thn pengalaman kami,aiwa toyota pull gadung2thn auto 20001thn pengalaman,"['aiwa', 'toyota', 'pull', 'gadung2thn', 'auto', '20001thn', 'pengalaman']",aiwa toyota pull gadung2thn auto 20001thn alam
4,"Pembaharuan APK malah tidak ada keterangan apapun tentang perusahaan yg dilamar,seharuanya lebih di tingkatkan contoh lamaran di proses lebih lanjut atau tidak,sehingga si pelamar tidak terlalu berharap.",pembaharuan apk malah tidak ada keterangan apapun tentang perusahaan yg dilamarseharuanya lebih di tingkatkan contoh lamaran di proses lebih lanjut atau tidaksehingga si pelamar tidak terlalu berharap,pembaharuan apk keterangan apapun perusahaan yg dilamarseharuanya tingkatkan contoh lamaran proses tidaksehingga si pelamar berharap,"['pembaharuan', 'apk', 'keterangan', 'apapun', 'perusahaan', 'yg', 'dilamarseharuanya', 'tingkatkan', 'contoh', 'lamaran', 'proses', 'tidaksehingga', 'si', 'pelamar', 'berharap']",baharu apk terang apa usaha yg dilamarseharuanya tingkat contoh lamar proses tidaksehingga si lamar harap
5,Rekom banget,rekom banget,rekom banget,"['rekom', 'banget']",rekom banget
1,"Keamanankurang nomer pribadi tersebar kemana""",keamanankurang nomer pribadi tersebar kemana,keamanankurang nomer pribadi tersebar kemana,"['keamanankurang', 'nomer', 'pribadi', 'tersebar', 'kemana']",keamanankurang nomer pribadi sebar mana
5,"Titip doa admin, supaya saya Mendapatkan pekerjaan yg luar biasa & Gaji di atas rata""..Amin🙏🙏",titip doa admin supaya saya mendapatkan pekerjaan yg luar biasa  gaji di atas rataamin,titip doa admin pekerjaan yg gaji rataamin,"['titip', 'doa', 'admin', 'pekerjaan', 'yg', 'gaji', 'rataamin']",titip doa admin kerja yg gaji rataamin
5,Nice,nice,nice,['nice'],nice
5,Aplikasi yang sangat bermanfaat membantu memudahkan mencari pekerjaan,aplikasi yang sangat bermanfaat membantu memudahkan mencari pekerjaan,aplikasi bermanfaat membantu memudahkan mencari pekerjaan,"['aplikasi', 'bermanfaat', 'membantu', 'memudahkan', 'mencari', 'pekerjaan']",aplikasi manfaat bantu mudah cari kerja
4,"Saya lebih suka jobstreet versi sebelumnya, dimana bila kita masukin lamaran di suatu perusahaan, dan si rekruter tertarik dgn profil kita, lalu tertera keterangan jika profil sudah dilihat ke x1, x2 dst. Itu tanda kita bisa saja akan di hubungi oleh si rekruter. Atau si rektuter tidak cocok dgn profil kita. Daripada yg versi sekarang cuman keterangan sudah dilihat aja, ga ada keterangan di lihat xxx. Nah ini kekurangan versi sekrang menurut saya. Mungkin versi berikut fitur ini dimasukin lagi",saya lebih suka jobstreet versi sebelumnya dimana bila kita masukin lamaran di suatu perusahaan dan si rekruter tertarik dgn profil kita lalu tertera keterangan jika profil sudah dilihat ke x1 x2 dst itu tanda kita bisa saja akan di hubungi oleh si rekruter atau si rektuter tidak cocok dgn profil kita daripada yg versi sekarang cuman keterangan sudah dilihat aja ga ada keterangan di lihat xxx nah ini kekurangan versi sekrang menurut saya mungkin versi berikut fitur ini dimasukin lagi,suka jobstreet versi dimana masukin lamaran perusahaan si rekruter tertarik dgn profil tertera keterangan profil x1 x2 dst tanda hubungi si rekruter si rektuter cocok dgn profil yg versi cuman keterangan aja ga keterangan lihat xxx kekurangan versi sekrang versi fitur dimasukin,"['suka', 'jobstreet', 'versi', 'dimana', 'masukin', 'lamaran', 'perusahaan', 'si', 'rekruter', 'tertarik', 'dgn', 'profil', 'tertera', 'keterangan', 'profil', 'x1', 'x2', 'dst', 'tanda', 'hubungi', 'si', 'rekruter', 'si', 'rektuter', 'cocok', 'dgn', 'profil', 'yg', 'versi', 'cuman', 'keterangan', 'aja', 'ga', 'keterangan', 'lihat', 'xxx', 'kekurangan', 'versi', 'sekrang', 'versi', 'fitur', 'dimasukin']",suka jobstreet versi mana masukin lamar usaha si rekruter tarik dgn profil tera terang profil x1 x2 dst tanda hubung si rekruter si rektuter cocok dgn profil yg versi cuman terang aja ga terang lihat xxx kurang versi sekrang versi fitur dimasukin
3,"Tampilan bagian profil perusahaan sekarang lebih jelek ketimbang dahulu, karena gak langsung menampilkan banyak perusahaan (khususnya perusahaan ternama). Ini menyulitkan para fresh graduate untuk cari pekerjaan yang masih satu linier di perusahaan ternama yang lokernya kadang gak menyebutkan itu adalah ""marketing"" atau ""operasional"" di kata kunci.",tampilan bagian profil perusahaan sekarang lebih jelek ketimbang dahulu karena gak langsung menampilkan banyak perusahaan khususnya perusahaan ternama ini menyulitkan para fresh graduate untuk cari pekerjaan yang masih satu linier di perusahaan ternama yang lokernya kadang gak menyebutkan itu adalah marketing atau operasional di kata kunci,tampilan profil perusahaan jelek ketimbang gak langsung menampilkan perusahaan perusahaan ternama menyulitkan fresh graduate cari pekerjaan linier perusahaan ternama lokernya kadang gak marketing operasional kunci,"['tampilan', 'profil', 'perusahaan', 'jelek', 'ketimbang', 'gak', 'langsung', 'menampilkan', 'perusahaan', 'perusahaan', 'ternama', 'menyulitkan', 'fresh', 'graduate', 'cari', 'pekerjaan', 'linier', 'perusahaan', 'ternama', 'lokernya', 'kadang', 'gak', 'marketing', 'operasional', 'kunci']",tampil profil usaha jelek ketimbang gak langsung tampil usaha usaha nama sulit fresh graduate cari kerja linier usaha nama lokernya kadang gak marketing operasional kunci
5,Lumayan,lumayan,lumayan,['lumayan'],lumayan
5,Membantu mencari kerja,membantu mencari kerja,membantu mencari kerja,"['membantu', 'mencari', 'kerja']",bantu cari kerja
5,Waktu nya kerja,waktu nya kerja,nya kerja,"['nya', 'kerja']",nya kerja
1,"Aplikasi tidak jelas...! Bagusan Aplikasi JOB GLIENT. Banyak lamaran Kerja yang Rekomended banget, tapi setiap kali kita mengirim Lamaran kerja, tidak satu pun yang mendapat Respon. Saya sudah mengirim puluhan Lamaran Kerja, tapi tidak ada respon sama sekali..😡",aplikasi tidak jelas bagusan aplikasi job glient banyak lamaran kerja yang rekomended banget tapi setiap kali kita mengirim lamaran kerja tidak satu pun yang mendapat respon saya sudah mengirim puluhan lamaran kerja tapi tidak ada respon sama sekali,aplikasi bagusan aplikasi job glient lamaran kerja rekomended banget kali mengirim lamaran kerja respon mengirim puluhan lamaran kerja respon,"['aplikasi', 'bagusan', 'aplikasi', 'job', 'glient', 'lamaran', 'kerja', 'rekomended', 'banget', 'kali', 'mengirim', 'lamaran', 'kerja', 'respon', 'mengirim', 'puluhan', 'lamaran', 'kerja', 'respon']",aplikasi bagus aplikasi job glient lamar kerja rekomended banget kali kirim lamar kerja respon kirim puluh lamar kerja respon
2,Kebanyakan loker ga jelas.,kebanyakan loker ga jelas,kebanyakan loker ga,"['kebanyakan', 'loker', 'ga']",banyak loker ga
5,"App sudah bagus, tinggal di perbaiki lagi untuk pencarian dikota/kab tertentu. Saran kl loker yg sudah closed/tutup tolong konfirmasi ke perusahaan untuk segera ditake out.",app sudah bagus tinggal di perbaiki lagi untuk pencarian dikotakab tertentu saran kl loker yg sudah closedtutup tolong konfirmasi ke perusahaan untuk segera ditake out,app bagus tinggal perbaiki pencarian dikotakab saran kl loker yg closedtutup tolong konfirmasi perusahaan ditake out,"['app', 'bagus', 'tinggal', 'perbaiki', 'pencarian', 'dikotakab', 'saran', 'kl', 'loker', 'yg', 'closedtutup', 'tolong', 'konfirmasi', 'perusahaan', 'ditake', 'out']",app bagus tinggal baik cari dikotakab saran kl loker yg closedtutup tolong konfirmasi usaha ditake out
5,Sangat membantu dan info yang diberikan terpercaya,sangat membantu dan info yang diberikan terpercaya,membantu info terpercaya,"['membantu', 'info', 'terpercaya']",bantu info percaya
3,"Aplikasi pencari kerja yang cukup oke lah, cuma kurang informatif, menu filter yang kurang oke, dan tampilan yang cukup jelek",aplikasi pencari kerja yang cukup oke lah cuma kurang informatif menu filter yang kurang oke dan tampilan yang cukup jelek,aplikasi pencari kerja oke informatif menu filter oke tampilan jelek,"['aplikasi', 'pencari', 'kerja', 'oke', 'informatif', 'menu', 'filter', 'oke', 'tampilan', 'jelek']",aplikasi cari kerja oke informatif menu filter oke tampil jelek
4,Ini informasi loker nya valid ga si min? Serius nanya,ini informasi loker nya valid ga si min serius nanya,informasi loker nya valid ga si min serius nanya,"['informasi', 'loker', 'nya', 'valid', 'ga', 'si', 'min', 'serius', 'nanya']",informasi loker nya valid ga si min serius nanya
5,Aplikasi pencari pekerjaan sangat bagus Pernah dpt kerja dr aplikasi ini,aplikasi pencari pekerjaan sangat bagus pernah dpt kerja dr aplikasi ini,aplikasi pencari pekerjaan bagus dpt kerja dr aplikasi,"['aplikasi', 'pencari', 'pekerjaan', 'bagus', 'dpt', 'kerja', 'dr', 'aplikasi']",aplikasi cari kerja bagus dpt kerja dr aplikasi
5,Memudahkan mencari dan melamar pekerjaan,memudahkan mencari dan melamar pekerjaan,memudahkan mencari melamar pekerjaan,"['memudahkan', 'mencari', 'melamar', 'pekerjaan']",mudah cari lamar kerja
3,"Sebaiknya admin lebih menyaring lagi lowongan kerja disini. Ada beberapa perusahaan ghoib yang nama PT nya tidak ada sama sekali di google maps. ketika saya coba iseng klik melamar, ternyata benar saja loker tersebut tipu-tipu. Untung saya tidak datang. Semoga pelamar yang lain tetap hati-hati dan teliti.",sebaiknya admin lebih menyaring lagi lowongan kerja disini ada beberapa perusahaan ghoib yang nama pt nya tidak ada sama sekali di google maps ketika saya coba iseng klik melamar ternyata benar saja loker tersebut tiputipu untung saya tidak datang semoga pelamar yang lain tetap hatihati dan teliti,admin menyaring lowongan kerja perusahaan ghoib nama pt nya google maps coba iseng klik melamar loker tiputipu untung semoga pelamar hatihati teliti,"['admin', 'menyaring', 'lowongan', 'kerja', 'perusahaan', 'ghoib', 'nama', 'pt', 'nya', 'google', 'maps', 'coba', 'iseng', 'klik', 'melamar', 'loker', 'tiputipu', 'untung', 'semoga', 'pelamar', 'hatihati', 'teliti']",admin nyaring lowong kerja usaha ghoib nama pt nya google maps coba iseng klik lamar loker tiputipu untung moga lamar hatihati teliti
1,Pengalaman ternak ayam telor,pengalaman ternak ayam telor,pengalaman ternak ayam telor,"['pengalaman', 'ternak', 'ayam', 'telor']",alam ternak ayam telor
5,Thank you,thank you,thank you,"['thank', 'you']",thank you
3,Cobak dulu klau dapat kerja langsung tak kasih bintang 5,cobak dulu klau dapat kerja langsung tak kasih bintang 5,cobak klau kerja langsung kasih bintang 5,"['cobak', 'klau', 'kerja', 'langsung', 'kasih', 'bintang', '5']",cobak klau kerja langsung kasih bintang 5
4,Butuh kesabaran klo masuk,butuh kesabaran klo masuk,butuh kesabaran klo masuk,"['butuh', 'kesabaran', 'klo', 'masuk']",butuh sabar klo masuk
5,Bagusss apk nya..saya mendapatkan pekerjaan di apk ini,bagusss apk nyasaya mendapatkan pekerjaan di apk ini,bagusss apk nyasaya pekerjaan apk,"['bagusss', 'apk', 'nyasaya', 'pekerjaan', 'apk']",bagusss apk nyasaya kerja apk
5,Sangat membantu untuk mencari loker di jobstteet,sangat membantu untuk mencari loker di jobstteet,membantu mencari loker jobstteet,"['membantu', 'mencari', 'loker', 'jobstteet']",bantu cari loker jobstteet
1,Melamar kerja nya ribet.,melamar kerja nya ribet,melamar kerja nya ribet,"['melamar', 'kerja', 'nya', 'ribet']",lamar kerja nya ribet
5,"Saya baru saja bergabung, mudah caranya untuk mendaftar. Mudah²an cara mendapatkan pekerjaannya juga mudah.",saya baru saja bergabung mudah caranya untuk mendaftar mudahan cara mendapatkan pekerjaannya juga mudah,bergabung mudah mendaftar mudahan pekerjaannya mudah,"['bergabung', 'mudah', 'mendaftar', 'mudahan', 'pekerjaannya', 'mudah']",gabung mudah daftar mudah kerja mudah
4,Dulu aplikasi di HP bisa melihat jadwal interview atau wawancara. kalo skrg mah udah gabisa. tolong adakan lagi fitur seperti itu,dulu aplikasi di hp bisa melihat jadwal interview atau wawancara kalo skrg mah udah gabisa tolong adakan lagi fitur seperti itu,aplikasi hp jadwal interview wawancara kalo skrg mah udah gabisa tolong adakan fitur,"['aplikasi', 'hp', 'jadwal', 'interview', 'wawancara', 'kalo', 'skrg', 'mah', 'udah', 'gabisa', 'tolong', 'adakan', 'fitur']",aplikasi hp jadwal interview wawancara kalo skrg mah udah gabisa tolong adakan fitur
4,"Mungkin jika pada menu profile ditambah tautan untuk sosial media dengan otomatisasi logo seperti github, LinkedIn & stack overflow akan lebih menarik, dikarenakan kolom informasi terlalu pendek untuk mengisi seluruh informasi tersebut.",mungkin jika pada menu profile ditambah tautan untuk sosial media dengan otomatisasi logo seperti github linkedin  stack overflow akan lebih menarik dikarenakan kolom informasi terlalu pendek untuk mengisi seluruh informasi tersebut,menu profile ditambah tautan sosial media otomatisasi logo github linkedin stack overflow menarik kolom informasi pendek mengisi informasi,"['menu', 'profile', 'ditambah', 'tautan', 'sosial', 'media', 'otomatisasi', 'logo', 'github', 'linkedin', 'stack', 'overflow', 'menarik', 'kolom', 'informasi', 'pendek', 'mengisi', 'informasi']",menu profile tambah taut sosial media otomatisasi logo github linkedin stack overflow tarik kolom informasi pendek isi informasi
1,Ada udah pernah dipanggil kerja lewat Aplikasi ini???,ada udah pernah dipanggil kerja lewat aplikasi ini,udah dipanggil kerja aplikasi,"['udah', 'dipanggil', 'kerja', 'aplikasi']",udah panggil kerja aplikasi
5,Ok,ok,ok,['ok'],ok
1,Baru tau data bisa bocor dan di jadikan modus buat pemula😂. Hati² sih awal di kasih lama² malah jadi modus kripto,baru tau data bisa bocor dan di jadikan modus buat pemula hati sih awal di kasih lama malah jadi modus kripto,tau data bocor jadikan modus pemula hati sih kasih modus kripto,"['tau', 'data', 'bocor', 'jadikan', 'modus', 'pemula', 'hati', 'sih', 'kasih', 'modus', 'kripto']",tau data bocor jadi modus mula hati sih kasih modus kripto
5,bagus untuk membantu mencari pekerjaan namun sudah 5 bulan melamar hasilnya kok lamaran di tutup terus 🤣🤣🤣,bagus untuk membantu mencari pekerjaan namun sudah 5 bulan melamar hasilnya kok lamaran di tutup terus ,bagus membantu mencari pekerjaan 5 melamar hasilnya lamaran tutup,"['bagus', 'membantu', 'mencari', 'pekerjaan', '5', 'melamar', 'hasilnya', 'lamaran', 'tutup']",bagus bantu cari kerja 5 lamar hasil lamar tutup
5,Jobstreet tempat yang tepat untuk profesional mencari lowongan kerja..,jobstreet tempat yang tepat untuk profesional mencari lowongan kerja,jobstreet profesional mencari lowongan kerja,"['jobstreet', 'profesional', 'mencari', 'lowongan', 'kerja']",jobstreet profesional cari lowong kerja
5,Mantap,mantap,mantap,['mantap'],mantap
3,"Halo min, kenapa ya sekelas aplikasi JOBSTREET ini padahal iklan udah dimana2, masih aja ada pencurian database atau penyebar lowongan palsu? Padahal saya ga pernah melamar diperusahaan tertentu, tapi ada saja orang yang menghubungi saya dengan alasan dari database, padahal saya inget sekali ga melamar pekerjaan tertentu, tolong lah ditingkatkan lagi keamanannya, masalahnya ga sekali doang, udah beberapa kali dan bukan saya doang",halo min kenapa ya sekelas aplikasi jobstreet ini padahal iklan udah dimana2 masih aja ada pencurian database atau penyebar lowongan palsu padahal saya ga pernah melamar diperusahaan tertentu tapi ada saja orang yang menghubungi saya dengan alasan dari database padahal saya inget sekali ga melamar pekerjaan tertentu tolong lah ditingkatkan lagi keamanannya masalahnya ga sekali doang udah beberapa kali dan bukan saya doang,halo min ya sekelas aplikasi jobstreet iklan udah dimana2 aja pencurian database penyebar lowongan palsu ga melamar diperusahaan orang menghubungi alasan database inget ga melamar pekerjaan tolong ditingkatkan keamanannya ga doang udah kali doang,"['halo', 'min', 'ya', 'sekelas', 'aplikasi', 'jobstreet', 'iklan', 'udah', 'dimana2', 'aja', 'pencurian', 'database', 'penyebar', 'lowongan', 'palsu', 'ga', 'melamar', 'diperusahaan', 'orang', 'menghubungi', 'alasan', 'database', 'inget', 'ga', 'melamar', 'pekerjaan', 'tolong', 'ditingkatkan', 'keamanannya', 'ga', 'doang', 'udah', 'kali', 'doang']",halo min ya kelas aplikasi jobstreet iklan udah dimana2 aja curi database sebar lowong palsu ga lamar usaha orang hubung alas database inget ga lamar kerja tolong tingkat aman ga doang udah kali doang
1,Banyak penipu,banyak penipu,penipu,['penipu'],tipu
5,Semoga aja dapet kerja di apk ini 🤲,semoga aja dapet kerja di apk ini ,semoga aja dapet kerja apk,"['semoga', 'aja', 'dapet', 'kerja', 'apk']",moga aja dapet kerja apk
3,"Apknya bagus, tapi setelah di update banyak yang tidak sesuai dengan filter. Semoga bisa kembali ke setelan lama dengan inovasi yang lebih baik",apknya bagus tapi setelah di update banyak yang tidak sesuai dengan filter semoga bisa kembali ke setelan lama dengan inovasi yang lebih baik,apknya bagus update sesuai filter semoga setelan inovasi,"['apknya', 'bagus', 'update', 'sesuai', 'filter', 'semoga', 'setelan', 'inovasi']",apknya bagus update sesuai filter moga setel inovasi
5,👍🏻👍🏻👍🏻👍🏻,,,[],
1,"Gimana ceritanyaa sih, gw baru download masa gada lowongan!? YANG BENER AJE",gimana ceritanyaa sih gw baru download masa gada lowongan yang bener aje,gimana ceritanyaa sih gw download gada lowongan bener aje,"['gimana', 'ceritanyaa', 'sih', 'gw', 'download', 'gada', 'lowongan', 'bener', 'aje']",gimana ceritanyaa sih gw download gada lowong bener aje
5,"Sangat baik, sangat membantu dalam mendapatkan pekerjaan",sangat baik sangat membantu dalam mendapatkan pekerjaan,membantu pekerjaan,"['membantu', 'pekerjaan']",bantu kerja
2,Sangat bagus,sangat bagus,bagus,['bagus'],bagus
5,"Apk membantu mempermudah untuk menemukan pekerjaan, sangat rekomendasi",apk membantu mempermudah untuk menemukan pekerjaan sangat rekomendasi,apk membantu mempermudah menemukan pekerjaan rekomendasi,"['apk', 'membantu', 'mempermudah', 'menemukan', 'pekerjaan', 'rekomendasi']",apk bantu mudah temu kerja rekomendasi
5,Siapa tau dpt kerjaan yg sesuai,siapa tau dpt kerjaan yg sesuai,tau dpt kerjaan yg sesuai,"['tau', 'dpt', 'kerjaan', 'yg', 'sesuai']",tau dpt kerja yg sesuai
